logs/API_methods.log 2025-03-05 03:10:50,891 INFO ФУНКЦИЯ GET_ALL_VIDEOS!!!
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Проблема с комментариями к видео Kristina Si, Dopefisher - bye bye
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Проблема с комментариями к видео Gorilla Zippo - Сет в Краснодаре 18.10.2024
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Проблема с комментариями к видео Baby Cute - Break Up
logs/API_methods.log 2025-03-05 03:23:54,879 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:55,384 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:55,503 INFO Проблема с комментариями к видео MC TAXI: Whole Lotta Swag
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Andro - BOLLYWOOD [Live]
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео Bro Upgrade - Nice
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео LIL KAVKAZ - Мысли вслух 4
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео Bro Upgrade - Nice
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео MC TAXI: тринадцать карат
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео ГРАНЖ - Вечно молодой (Live on the Roof)
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Сосо Павлиашвили - Небо на ладони [Live]
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео Вадяра Блюз - Стена
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Проблема с комментариями к видео Kristina Si - Река (Live)
logs/API_methods.log 2025-03-05 03:23:55,504 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:56,006 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:56,121 INFO Проблема с комментариями к видео Baby Cute - Break Up
logs/API_methods.log 2025-03-05 03:23:56,121 INFO Проблема с комментариями к видео OG MINAY - Злые языки
logs/API_methods.log 2025-03-05 03:23:56,121 INFO Проблема с комментариями к видео MC TAXI: nkeeei, uniqe и ARTEM SHILOVETS
logs/API_methods.log 2025-03-05 03:23:56,121 INFO Проблема с комментариями к видео Levandowskiy - Девочки тоже могут пить много
logs/API_methods.log 2025-03-05 03:23:56,121 INFO Проблема с комментариями к видео Дэкой - Мамочка
logs/API_methods.log 2025-03-05 03:23:56,121 INFO Проблема с комментариями к видео МУЗ.ЛИТ: GUMA - Стеклянная [Live]
logs/API_methods.log 2025-03-05 03:23:56,122 INFO Проблема с комментариями к видео МУЗ.ЛИТ: MIIDAS - Птицами [Live]
logs/API_methods.log 2025-03-05 03:23:56,122 INFO Проблема с комментариями к видео LUCAVEROS - Музыка играй
logs/API_methods.log 2025-03-05 03:23:56,122 INFO Проблема с комментариями к видео Баста, MIRAVI - Туман
logs/API_methods.log 2025-03-05 03:23:56,122 INFO Проблема с комментариями к видео Баста, MIRAVI - Туман
logs/API_methods.log 2025-03-05 03:23:56,122 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:56,626 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:56,739 INFO Проблема с комментариями к видео MC TAXI: КАССЕТА
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео Вопрос Ребром - Серго
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео МУЗ.ЛИТ: Женя Трофимов - Самолеты [Live]
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео семь дней - за секунду до
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео Дэкой, Masha Hima - Русалка
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео MC TAXI: MIRAVI
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео LIL KAVKAZ, OG MINAY, Баста - Красные розы
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео Вопрос Ребром - Влад Череватый
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео Polovinka - Дождь (Mood Video)
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Проблема с комментариями к видео МУЗ.ЛИТ: тринадцать карат - только ты никогда не узнаешь [Live]
logs/API_methods.log 2025-03-05 03:23:56,740 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:57,245 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:57,380 INFO Проблема с комментариями к видео Вопрос Ребром - Виктория Складчикова
logs/API_methods.log 2025-03-05 03:23:57,380 INFO Проблема с комментариями к видео Bro Upgrade - Шаги
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео МАКСИ ГРИН, Баста - ЗА РОСТОВСКУЮ БРАТВУ
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео Levandowskiy, SCHE - It's over (feat. Santa Hreep)
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео ZAPRAVKA - PER 3 DOSE
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео Bro Upgrade – Шаги
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео Baho Khabi - 27 (Bulletproof)
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео МАКСИ ГРИН,  CHAINY -  УМРИ, ЕСЛИ
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео МАКСИ ГРИН, Александра Мостовяк - МАМА, ОН ХУЛИГАН
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Проблема с комментариями к видео МАКСИ ГРИН - ХУЛИГАНАМ (SKIT)
logs/API_methods.log 2025-03-05 03:23:57,381 INFO Успешно получили комментарии для 10 видео
logs/API_methods.log 2025-03-05 03:23:57,886 INFO ФУНКЦИЯ GET_VIDEO_COMMENT!!!
logs/API_methods.log 2025-03-05 03:23:57,999 INFO Проблема с комментариями к видео МАКСИ ГРИН -  ULTRAS LOVE
logs/API_methods.log 2025-03-05 03:23:58,000 INFO Проблема с комментариями к видео МАКСИ ГРИН -  THE NORTH FACE
logs/API_methods.log 2025-03-05 03:23:58,000 INFO Проблема с комментариями к видео МАКСИ ГРИН - DON’T STOP HOOLIGANS
logs/API_methods.log 2025-03-05 03:23:58,000 INFO Проблема с комментариями к видео МАКСИ ГРИН - ВЕТРАМ И СОЛНЦУ (SKIT)
logs/API_methods.log 2025-03-05 03:23:58,000 INFO Проблема с комментариями к видео МАКСИ ГРИН, ЦИНК УРОДОВ - МОЙ РАЙОН
